TOTAL,SNA,MONTH,COUNTY,SSI,ADC,YEAR,PLAN NAME,NYSoH
1242,322,DECEMBER,Clinton,140,407,2014,United Healthcare Plan of NY,373
4933,993,DECEMBER,Columbia,513,2008,2014,Capital District Physicians Health Plan,1419
3835,947,DECEMBER,Columbia,261,1733,2014,NYS Catholic Health Plan,894
184,13,DECEMBER,Columbia,3,22,2014,United Healthcare Plan of NY,146
5938,1399,DECEMBER,Cortland,491,2843,2014,NYS Catholic Health Plan,1205
1620,397,DECEMBER,Cortland,172,834,2014,Today's Options,217
6288,1600,DECEMBER,Delaware,246,2988,2014,NYS Catholic Health Plan,1454
18384,3765,DECEMBER,Dutchess,1725,8267,2014,Hudson Health Plan,4627
10725,2110,DECEMBER,Dutchess,784,3610,2014,NYS Catholic Health Plan,4221
3912,616,DECEMBER,Dutchess,306,1566,2014,Wellcare of New York,1424
25603,6212,DECEMBER,Erie,2757,11773,2014,HealthNow,4861
49814,10937,DECEMBER,Erie,5681,23533,2014,Independent Health Association,9663
43609,8767,DECEMBER,Erie,3873,19401,2014,NYS Catholic Health Plan,11568
41041,11020,DECEMBER,Erie,4001,19625,2014,Univera Community Health,6395
916,122,DECEMBER,Erie,48,332,2014,Wellcare of New York,414
4592,1245,DECEMBER,Essex,337,1759,2014,NYS Catholic Health Plan,1251
225,31,DECEMBER,Essex,11,32,2014,United Healthcare Plan of NY,151
6829,1822,DECEMBER,Franklin,379,2930,2014,NYS Catholic Health Plan,1698
1596,335,DECEMBER,Fulton,216,661,2014,Capital District Physicians Health Plan,384
8350,2068,DECEMBER,Fulton,829,3515,2014,NYS Catholic Health Plan,1938
68,16,DECEMBER,Fulton,3,13,2014,United Healthcare Plan of NY,36
3824,876,DECEMBER,Genesee,429,1732,2014,MVP Health Plan,787
3070,641,DECEMBER,Genesee,192,1259,2014,NYS Catholic Health Plan,978
192,21,DECEMBER,Genesee,7,41,2014,United Healthcare Plan of NY,123
3998,768,DECEMBER,Greene,450,1628,2014,Capital District Physicians Health Plan,1152
3453,894,DECEMBER,Greene,317,1405,2014,NYS Catholic Health Plan,837
538,156,DECEMBER,Hamilton,13,210,2014,NYS Catholic Health Plan,159
2065,510,DECEMBER,Herkimer,194,843,2014,Excellus Health Plan,518
9053,2233,DECEMBER,Herkimer,643,4131,2014,NYS Catholic Health Plan,2046
47,17,DECEMBER,Herkimer,14,16,2014,United Healthcare Plan of NY,0
219,40,DECEMBER,Jefferson,13,48,2014,NYS Catholic Health Plan,118
16056,4396,DECEMBER,Jefferson,1020,7110,2014,United Healthcare Plan of NY,3530
2832,724,DECEMBER,Lewis,195,1181,2014,NYS Catholic Health Plan,732
1187,278,DECEMBER,Lewis,102,427,2014,United Healthcare Plan of NY,380
5053,1328,DECEMBER,Livingston,461,2508,2014,Excellus Health Plan,756
1324,279,DECEMBER,Livingston,168,647,2014,MVP Health Plan,230
1193,255,DECEMBER,Livingston,43,455,2014,NYS Catholic Health Plan,440
6683,1671,DECEMBER,Madison,501,3141,2014,NYS Catholic Health Plan,1370
2040,691,DECEMBER,Madison,157,848,2014,United Healthcare Plan of NY,344
93531,20483,DECEMBER,Monroe,10055,46022,2014,Excellus Health Plan,16971
16786,3031,DECEMBER,Monroe,2438,8531,2014,MVP Health Plan,2786
19570,4972,DECEMBER,Monroe,2305,8161,2014,NYS Catholic Health Plan,4132
3192,755,DECEMBER,Monroe,189,1025,2014,United Healthcare Plan of NY,1223
3889,797,DECEMBER,Montgomery,396,1956,2014,Capital District Physicians Health Plan,740
6571,1506,DECEMBER,Montgomery,579,3203,2014,NYS Catholic Health Plan,1283
20536,4489,DECEMBER,Nassau,1295,11190,2014,Affinity Health Plan,3562
17114,3720,DECEMBER,Nassau,1028,7400,2014,Amerigroup,4966
32671,6795,DECEMBER,Nassau,1864,15957,2014,HealthFirst PHSP,8055
25876,5941,DECEMBER,Nassau,2627,10965,2014,HIP of Greater New York,6343
36077,7509,DECEMBER,Nassau,2109,19211,2014,NYS Catholic Health Plan,7248
40976,8469,DECEMBER,Nassau,2409,18352,2014,United Healthcare Plan of NY,11746
13423,2836,DECEMBER,Niagara,1656,6159,2014,Independent Health Association,2772
20769,5072,DECEMBER,Niagara,1638,9247,2014,NYS Catholic Health Plan,4812
1049,278,DECEMBER,Niagara,78,206,2014,United Healthcare Plan of NY,487
9182,2146,DECEMBER,Oneida,901,4220,2014,Excellus Health Plan,1915
32830,7109,DECEMBER,Oneida,3331,17077,2014,NYS Catholic Health Plan,5313
4734,1170,DECEMBER,Oneida,549,2313,2014,United Healthcare Plan of NY,702
33547,6749,DECEMBER,Onondaga,2642,13983,2014,NYS Catholic Health Plan,10173
31131,6581,DECEMBER,Onondaga,4243,15645,2014,Today's Options,4662
13865,3279,DECEMBER,Onondaga,1337,5976,2014,United Healthcare Plan of NY,3273
11095,2510,DECEMBER,Ontario,893,5101,2014,Excellus Health Plan,2591
928,174,DECEMBER,Ontario,103,345,2014,MVP Health Plan,306
736,117,DECEMBER,Ontario,40,171,2014,NYS Catholic Health Plan,408
154,3,DECEMBER,Ontario,5,5,2014,United Healthcare Plan of NY,141
18595,3778,DECEMBER,Orange,1360,9685,2014,Affinity Health Plan,3772
19461,4071,DECEMBER,Orange,1535,8949,2014,Hudson Health Plan,4906
24661,5138,DECEMBER,Orange,786,15512,2014,NYS Catholic Health Plan,3225
1346,240,DECEMBER,Orange,70,293,2014,United Healthcare Plan of NY,743
2321,517,DECEMBER,Orange,230,960,2014,Wellcare of New York,614
2847,674,DECEMBER,Orleans,207,1395,2014,Excellus Health Plan,571
1245,341,DECEMBER,Orleans,125,583,2014,HealthNow,196
3252,798,DECEMBER,Orleans,179,1493,2014,NYS Catholic Health Plan,782
16565,3762,DECEMBER,Oswego,1377,7812,2014,NYS Catholic Health Plan,3614
7045,1777,DECEMBER,Oswego,696,3345,2014,United Healthcare Plan of NY,1227
3899,977,DECEMBER,Otsego,333,1617,2014,Excellus Health Plan,972
4227,1024,DECEMBER,Otsego,281,1322,2014,NYS Catholic Health Plan,1600
726,51,DECEMBER,Putnam,37,84,2014,Amerigroup,554
5721,1045,DECEMBER,Putnam,345,2161,2014,NYS Catholic Health Plan,2170
16808,2878,DECEMBER,Rensselaer,1951,8260,2014,Capital District Physicians Health Plan,3719
5563,1116,DECEMBER,Rensselaer,526,2621,2014,NYS Catholic Health Plan,1300
266,25,DECEMBER,Rensselaer,15,62,2014,United Healthcare Plan of NY,164
952,194,DECEMBER,Rensselaer,131,384,2014,Wellcare of New York,243
5877,1596,DECEMBER,Rockland,469,2570,2014,Affinity Health Plan,1242
13909,2766,DECEMBER,Rockland,618,7489,2014,Hudson Health Plan,3036
50829,11710,DECEMBER,Rockland,1076,30498,2014,NYS Catholic Health Plan,7545
2066,338,DECEMBER,Rockland,48,297,2014,United Healthcare Plan of NY,1383
2231,382,DECEMBER,Rockland,105,1358,2014,Wellcare of New York,386
12441,3332,DECEMBER,St Lawrence,938,5669,2014,NYS Catholic Health Plan,2502
4691,1373,DECEMBER,St Lawrence,390,1979,2014,United Healthcare Plan of NY,949
13289,3358,DECEMBER,Saratoga,1107,4904,2014,Capital District Physicians Health Plan,3920
6783,2057,DECEMBER,Saratoga,365,2633,2014,NYS Catholic Health Plan,1728
15351,2606,DECEMBER,Schenectady,1934,6672,2014,Capital District Physicians Health Plan,4139
14893,2961,DECEMBER,Schenectady,1336,6178,2014,NYS Catholic Health Plan,4418
2886,717,DECEMBER,Schoharie,179,1213,2014,Capital District Physicians Health Plan,777
1706,490,DECEMBER,Schoharie,117,744,2014,NYS Catholic Health Plan,355
2813,669,DECEMBER,Schuyler,168,1154,2014,NYS Catholic Health Plan,822
4309,993,DECEMBER,Seneca,418,2069,2014,Excellus Health Plan,829
180,19,DECEMBER,Seneca,8,77,2014,NYS Catholic Health Plan,76
122,33,DECEMBER,Seneca,14,38,2014,United Healthcare Plan of NY,37
15128,3463,DECEMBER,Steuben,1346,6562,2014,NYS Catholic Health Plan,3757
27612,5772,DECEMBER,Suffolk,1365,12781,2014,Affinity Health Plan,7694
54105,9840,DECEMBER,Suffolk,3397,28923,2014,HealthFirst PHSP,11945
28876,6934,DECEMBER,Suffolk,2164,9299,2014,HIP of Greater New York,10479
40627,9237,DECEMBER,Suffolk,2307,17359,2014,NYS Catholic Health Plan,11724
50645,12307,DECEMBER,Suffolk,2741,18711,2014,United Healthcare Plan of NY,16886
11790,2468,DECEMBER,Sullivan,972,5411,2014,Hudson Health Plan,2939
4606,978,DECEMBER,Sullivan,298,1986,2014,NYS Catholic Health Plan,1344
1713,515,DECEMBER,Tioga,140,870,2014,Capital District Physicians Health Plan,188
4647,975,DECEMBER,Tioga,298,1933,2014,NYS Catholic Health Plan,1441
685,102,DECEMBER,Tioga,36,135,2014,United Healthcare Plan of NY,412
4186,840,DECEMBER,Tompkins,278,1356,2014,NYS Catholic Health Plan,1712
5729,1472,DECEMBER,Tompkins,508,2882,2014,Today's Options,867
14895,3552,DECEMBER,Ulster,1212,6003,2014,Hudson Health Plan,4128
8450,1549,DECEMBER,Ulster,569,3649,2014,NYS Catholic Health Plan,2683
953,152,DECEMBER,Ulster,37,175,2014,United Healthcare Plan of NY,589
3270,720,DECEMBER,Ulster,399,1534,2014,Wellcare of New York,617
7249,1831,DECEMBER,Warren,495,3001,2014,NYS Catholic Health Plan,1922
947,241,DECEMBER,Warren,85,304,2014,United Healthcare Plan of NY,317
4114,826,DECEMBER,Washington,336,1484,2014,Capital District Physicians Health Plan,1468
5808,1224,DECEMBER,Washington,444,2490,2014,NYS Catholic Health Plan,1650
11834,2598,DECEMBER,Wayne,1018,4727,2014,Excellus Health Plan,3491
1914,407,DECEMBER,Wayne,184,660,2014,NYS Catholic Health Plan,663
200,9,DECEMBER,Wayne,11,18,2014,United Healthcare Plan of NY,162
20178,4894,DECEMBER,Westchester,1488,8474,2014,Affinity Health Plan,5322
13151,2757,DECEMBER,Westchester,1142,4096,2014,HIP of Greater New York,5156
65173,13351,DECEMBER,Westchester,4062,35461,2014,Hudson Health Plan,12299
30891,7530,DECEMBER,Westchester,1784,11134,2014,NYS Catholic Health Plan,10443
5553,835,DECEMBER,Westchester,259,827,2014,United Healthcare Plan of NY,3632
2254,626,DECEMBER,Wyoming,95,1017,2014,HealthNow,516
2343,436,DECEMBER,Wyoming,57,740,2014,NYS Catholic Health Plan,1110
3368,781,DECEMBER,Yates,251,1297,2014,Excellus Health Plan,1039
190,20,DECEMBER,Yates,7,35,2014,NYS Catholic Health Plan,128
28178,4969,DECEMBER,Albany,2749,9736,2015,Capital District Physicians Health Plan,10724
1104,26,DECEMBER,Albany,23,68,2015,MVP Health Plan,987
11326,2102,DECEMBER,Albany,835,3243,2015,NYS Catholic Health Plan,5146
927,70,DECEMBER,Albany,55,143,2015,United Healthcare Plan of NY,659
2512,351,DECEMBER,Albany,242,682,2015,Wellcare of New York,1237
1906,643,DECEMBER,Allegany,299,961,2015,HealthNow,3
2721,328,DECEMBER,Allegany,142,597,2015,NYS Catholic Health Plan,1654
2735,647,DECEMBER,Allegany,219,948,2015,YourCare Health Plan,921
982,75,DECEMBER,Broome,66,112,2015,Capital District Physicians Health Plan,729
26016,6522,DECEMBER,Broome,3000,10743,2015,Excellus Health Plan,5751
7831,1472,DECEMBER,Broome,865,2478,2015,NYS Catholic Health Plan,3016
1686,195,DECEMBER,Broome,162,314,2015,United Healthcare Plan of NY,1015
2874,909,DECEMBER,Cattaraugus,577,1371,2015,HealthNow,17
6860,1183,DECEMBER,Cattaraugus,418,1802,2015,NYS Catholic Health Plan,3457
3997,800,DECEMBER,Cattaraugus,282,923,2015,YourCare Health Plan,1992
10113,2182,DECEMBER,Cayuga,742,3397,2015,NYS Catholic Health Plan,3792
2323,573,DECEMBER,Cayuga,208,802,2015,United Healthcare Plan of NY,740
2830,978,DECEMBER,Chautauqua,530,1316,2015,HealthNow,6
22487,5015,DECEMBER,Chautauqua,2023,8855,2015,NYS Catholic Health Plan,6594
467,28,DECEMBER,Chautauqua,5,40,2015,United Healthcare Plan of NY,394
1581,423,DECEMBER,Chautauqua,190,264,2015,YourCare Health Plan,704
13744,2927,DECEMBER,Chemung,1505,4505,2015,NYS Catholic Health Plan,4807
2204,401,DECEMBER,Chemung,268,544,2015,United Healthcare Plan of NY,991
7538,1507,DECEMBER,Chenango,597,2313,2015,NYS Catholic Health Plan,3121
1171,259,DECEMBER,Chenango,157,290,2015,United Healthcare Plan of NY,465
11005,2559,DECEMBER,Clinton,1236,3681,2015,NYS Catholic Health Plan,3529
1243,246,DECEMBER,Clinton,148,305,2015,United Healthcare Plan of NY,544
4866,830,DECEMBER,Columbia,486,1513,2015,Capital District Physicians Health Plan,2037
4464,949,DECEMBER,Columbia,255,1413,2015,NYS Catholic Health Plan,1847
201,18,DECEMBER,Columbia,7,26,2015,United Healthcare Plan of NY,150
6573,1326,DECEMBER,Cortland,484,2395,2015,NYS Catholic Health Plan,2368
1522,344,DECEMBER,Cortland,166,614,2015,Today's Options,398
7112,1391,DECEMBER,Delaware,272,2360,2015,NYS Catholic Health Plan,3089
18944,3366,DECEMBER,Dutchess,1691,6245,2015,Hudson Health Plan,7642
14057,2006,DECEMBER,Dutchess,891,2908,2015,NYS Catholic Health Plan,8252
3727,517,DECEMBER,Dutchess,306,1126,2015,Wellcare of New York,1778
16890,5494,DECEMBER,Erie,2556,8752,2015,HealthNow,88
61489,11078,DECEMBER,Erie,5754,21081,2015,Independent Health Association,23576
50187,8546,DECEMBER,Erie,4057,17027,2015,NYS Catholic Health Plan,20557
12,1,DECEMBER,Erie,1,2,2015,United Healthcare Plan of NY,8
2979,274,DECEMBER,Erie,120,581,2015,Wellcare of New York,2004
40195,10722,DECEMBER,Erie,4060,15919,2015,YourCare Health Plan,9494
4978,1037,DECEMBER,Essex,413,1415,2015,NYS Catholic Health Plan,2113
285,29,DECEMBER,Essex,36,39,2015,United Healthcare Plan of NY,181
7722,1619,DECEMBER,Franklin,574,2488,2015,NYS Catholic Health Plan,3041
1648,353,DECEMBER,Fulton,200,475,2015,Capital District Physicians Health Plan,620
8954,1835,DECEMBER,Fulton,874,2526,2015,NYS Catholic Health Plan,3719
71,9,DECEMBER,Fulton,10,13,2015,United Healthcare Plan of NY,39
4075,714,DECEMBER,Genesee,391,1322,2015,MVP Health Plan,1648
3510,574,DECEMBER,Genesee,206,1039,2015,NYS Catholic Health Plan,1691
289,30,DECEMBER,Genesee,20,44,2015,United Healthcare Plan of NY,195
3969,690,DECEMBER,Greene,415,1225,2015,Capital District Physicians Health Plan,1639
3852,805,DECEMBER,Greene,352,1066,2015,NYS Catholic Health Plan,1629
606,127,DECEMBER,Hamilton,16,161,2015,NYS Catholic Health Plan,302
2126,490,DECEMBER,Herkimer,186,652,2015,Excellus Health Plan,798
9917,2187,DECEMBER,Herkimer,672,3316,2015,NYS Catholic Health Plan,3742
36,14,DECEMBER,Herkimer,8,14,2015,United Healthcare Plan of NY,0
573,16,DECEMBER,Jefferson,15,62,2015,MVP Health Plan,480
1035,123,DECEMBER,Jefferson,77,149,2015,NYS Catholic Health Plan,686
16040,3846,DECEMBER,Jefferson,1104,5743,2015,United Healthcare Plan of NY,5347
3079,638,DECEMBER,Lewis,194,980,2015,NYS Catholic Health Plan,1267
1257,209,DECEMBER,Lewis,100,367,2015,United Healthcare Plan of NY,581
5122,1211,DECEMBER,Livingston,480,2159,2015,Excellus Health Plan,1272
1689,287,DECEMBER,Livingston,170,579,2015,MVP Health Plan,653
1484,259,DECEMBER,Livingston,57,443,2015,NYS Catholic Health Plan,725
7424,1629,DECEMBER,Madison,496,2596,2015,NYS Catholic Health Plan,2703
1999,569,DECEMBER,Madison,148,665,2015,United Healthcare Plan of NY,617
99150,20074,DECEMBER,Monroe,10438,40424,2015,Excellus Health Plan,28214
21513,3018,DECEMBER,Monroe,2508,7467,2015,MVP Health Plan,8520
17667,3901,DECEMBER,Monroe,2267,6059,2015,NYS Catholic Health Plan,5440
3661,582,DECEMBER,Monroe,281,754,2015,United Healthcare Plan of NY,2044
3675,756,DECEMBER,Montgomery,391,1392,2015,Capital District Physicians Health Plan,1136
7447,1485,DECEMBER,Montgomery,644,2561,2015,NYS Catholic Health Plan,2757
20831,4537,DECEMBER,Nassau,1271,8923,2015,Affinity Health Plan,6100
39781,7030,DECEMBER,Nassau,2050,13033,2015,HealthFirst PHSP,17668
17877,3617,DECEMBER,Nassau,1111,6066,2015,HealthPlus,7083
24120,5819,DECEMBER,Nassau,2624,8545,2015,HIP of Greater New York,7132
41398,7993,DECEMBER,Nassau,2342,16592,2015,NYS Catholic Health Plan,14471
46544,8705,DECEMBER,Nassau,2555,14556,2015,United Healthcare Plan of NY,20728
14670,2743,DECEMBER,Niagara,1551,4940,2015,Independent Health Association,5436
21428,4873,DECEMBER,Niagara,1687,7832,2015,NYS Catholic Health Plan,7036
1515,283,DECEMBER,Niagara,141,260,2015,United Healthcare Plan of NY,831
9101,2033,DECEMBER,Oneida,870,3383,2015,Excellus Health Plan,2815
36199,7131,DECEMBER,Oneida,3380,15710,2015,NYS Catholic Health Plan,9978
4572,1009,DECEMBER,Oneida,525,1805,2015,United Healthcare Plan of NY,1233
38314,6368,DECEMBER,Onondaga,2792,12005,2015,NYS Catholic Health Plan,17149
31006,6246,DECEMBER,Onondaga,4257,13354,2015,Today's Options,7149
15028,2922,DECEMBER,Onondaga,1380,4947,2015,United Healthcare Plan of NY,5779
11517,2165,DECEMBER,Ontario,915,4138,2015,Excellus Health Plan,4299
1436,141,DECEMBER,Ontario,103,280,2015,MVP Health Plan,912
791,116,DECEMBER,Ontario,47,148,2015,NYS Catholic Health Plan,480
225,6,DECEMBER,Ontario,4,13,2015,United Healthcare Plan of NY,202
18686,3197,DECEMBER,Orange,1257,7435,2015,Affinity Health Plan,6797
21630,3708,DECEMBER,Orange,1520,7358,2015,Hudson Health Plan,9044
9,0,DECEMBER,Orange,0,4,2015,MVP Health Plan,5
28117,5596,DECEMBER,Orange,796,14235,2015,NYS Catholic Health Plan,7490
2015,219,DECEMBER,Orange,94,321,2015,United Healthcare Plan of NY,1381
1946,426,DECEMBER,Orange,215,698,2015,Wellcare of New York,607
3292,664,DECEMBER,Orleans,226,1167,2015,Excellus Health Plan,1235
907,315,DECEMBER,Orleans,129,458,2015,HealthNow,5
3689,781,DECEMBER,Orleans,179,1253,2015,NYS Catholic Health Plan,1476
18109,3534,DECEMBER,Oswego,1444,6694,2015,NYS Catholic Health Plan,6437
6647,1576,DECEMBER,Oswego,658,2424,2015,United Healthcare Plan of NY,1989
3842,868,DECEMBER,Otsego,340,1245,2015,Excellus Health Plan,1389
4881,860,DECEMBER,Otsego,298,1091,2015,NYS Catholic Health Plan,2632
879,46,DECEMBER,Putnam,48,92,2015,HealthPlus,693
6766,861,DECEMBER,Putnam,344,1753,2015,NYS Catholic Health Plan,3808
16880,2728,DECEMBER,Rensselaer,1902,6753,2015,Capital District Physicians Health Plan,5497
581,24,DECEMBER,Rensselaer,16,61,2015,MVP Health Plan,480
5994,1024,DECEMBER,Rensselaer,527,2141,2015,NYS Catholic Health Plan,2302
348,26,DECEMBER,Rensselaer,23,81,2015,United Healthcare Plan of NY,218
1036,137,DECEMBER,Rensselaer,100,290,2015,Wellcare of New York,509
5248,1136,DECEMBER,Rockland,393,1664,2015,Affinity Health Plan,2055
14402,2377,DECEMBER,Rockland,582,6216,2015,Hudson Health Plan,5227
56069,12083,DECEMBER,Rockland,1079,27521,2015,NYS Catholic Health Plan,15386
3067,269,DECEMBER,Rockland,74,232,2015,United Healthcare Plan of NY,2492
1893,309,DECEMBER,Rockland,103,969,2015,Wellcare of New York,512
13521,3352,DECEMBER,St Lawrence,1082,4810,2015,NYS Catholic Health Plan,4277
5054,1277,DECEMBER,St Lawrence,478,1589,2015,United Healthcare Plan of NY,1710
12982,2999,DECEMBER,Saratoga,1011,3621,2015,Capital District Physicians Health Plan,5351
859,2,DECEMBER,Saratoga,4,2,2015,MVP Health Plan,851
7446,1889,DECEMBER,Saratoga,395,1948,2015,NYS Catholic Health Plan,3214
14892,2358,DECEMBER,Schenectady,1869,5176,2015,Capital District Physicians Health Plan,5489
971,42,DECEMBER,Schenectady,35,94,2015,MVP Health Plan,800
15735,2504,DECEMBER,Schenectady,1392,4766,2015,NYS Catholic Health Plan,7073
3032,647,DECEMBER,Schoharie,178,1008,2015,Capital District Physicians Health Plan,1199
1834,482,DECEMBER,Schoharie,103,565,2015,NYS Catholic Health Plan,684
2956,584,DECEMBER,Schuyler,164,895,2015,NYS Catholic Health Plan,1313
4209,934,DECEMBER,Seneca,414,1551,2015,Excellus Health Plan,1310
554,55,DECEMBER,Seneca,16,109,2015,NYS Catholic Health Plan,374
198,58,DECEMBER,Seneca,17,67,2015,United Healthcare Plan of NY,56
16407,3203,DECEMBER,Steuben,1410,4950,2015,NYS Catholic Health Plan,6844
28311,4770,DECEMBER,Suffolk,1320,9408,2015,Affinity Health Plan,12813
63514,8990,DECEMBER,Suffolk,3392,23722,2015,HealthFirst PHSP,27410
25350,6159,DECEMBER,Suffolk,2080,7075,2015,HIP of Greater New York,10036
46196,8315,DECEMBER,Suffolk,2473,14328,2015,NYS Catholic Health Plan,21080
57987,11047,DECEMBER,Suffolk,2804,14279,2015,United Healthcare Plan of NY,29857
12209,2252,DECEMBER,Sullivan,950,4327,2015,Hudson Health Plan,4680
5696,1049,DECEMBER,Sullivan,313,1824,2015,NYS Catholic Health Plan,2510
1696,444,DECEMBER,Tioga,122,634,2015,Capital District Physicians Health Plan,496
5228,868,DECEMBER,Tioga,328,1608,2015,NYS Catholic Health Plan,2424
680,68,DECEMBER,Tioga,42,92,2015,United Healthcare Plan of NY,478
5274,895,DECEMBER,Tompkins,287,1189,2015,NYS Catholic Health Plan,2903
5423,1306,DECEMBER,Tompkins,485,2252,2015,Today's Options,1380
15115,3144,DECEMBER,Ulster,1194,4714,2015,Hudson Health Plan,6063
9981,1445,DECEMBER,Ulster,628,3094,2015,NYS Catholic Health Plan,4814
1300,127,DECEMBER,Ulster,48,173,2015,United Healthcare Plan of NY,952
2990,650,DECEMBER,Ulster,387,1173,2015,Wellcare of New York,780
598,29,DECEMBER,Warren,12,23,2015,MVP Health Plan,534
7699,1614,DECEMBER,Warren,545,2453,2015,NYS Catholic Health Plan,3087
856,172,DECEMBER,Warren,81,177,2015,United Healthcare Plan of NY,426
4180,658,DECEMBER,Washington,343,1118,2015,Capital District Physicians Health Plan,2061
6746,1173,DECEMBER,Washington,461,2030,2015,NYS Catholic Health Plan,3082
12290,2259,DECEMBER,Wayne,1046,3788,2015,Excellus Health Plan,5197
2235,308,DECEMBER,Wayne,184,477,2015,NYS Catholic Health Plan,1266
310,19,DECEMBER,Wayne,14,32,2015,United Healthcare Plan of NY,245
20542,4168,DECEMBER,Westchester,1479,6307,2015,Affinity Health Plan,8588
11703,2402,DECEMBER,Westchester,1170,3105,2015,HIP of Greater New York,5026
